MSSubClass-20,MSSubClass-30,MSSubClass-40,MSSubClass-45,MSSubClass-50,MSSubClass-60,MSSubClass-70,MSSubClass-75,MSSubClass-80,MSSubClass-85,MSSubClass-90,MSSubClass-120,MSSubClass-150,MSSubClass-160,MSSubClass-180,MSSubClass-190,MSZoning-C (all),MSZoning-FV,MSZoning-RH,MSZoning-RL,MSZoning-RM,LotFrontage,LotArea,Street-Grvl,Street-Pave,LotConfig-Corner,LotConfig-CulDSac,LotConfig-FR2,LotConfig-FR3,LotConfig-Inside,LandSlope-Gtl,LandSlope-Mod,LandSlope-Sev,Neighborhood-Blmngtn,Neighborhood-Blueste,Neighborhood-BrDale,Neighborhood-BrkSide,Neighborhood-ClearCr,Neighborhood-CollgCr,Neighborhood-Crawfor,Neighborhood-Edwards,Neighborhood-Gilbert,Neighborhood-IDOTRR,Neighborhood-MeadowV,Neighborhood-Mitchel,Neighborhood-NAmes,Neighborhood-NoRidge,Neighborhood-NPkVill,Neighborhood-NridgHt,Neighborhood-NWAmes,Neighborhood-OldTown,Neighborhood-Sawyer,Neighborhood-SawyerW,Neighborhood-Somerst,Neighborhood-StoneBr,Neighborhood-SWISU,Neighborhood-Timber,Neighborhood-Veenker,BldgType-1Fam,BldgType-2fmCon,BldgType-Duplex,BldgType-Twnhs,BldgType-TwnhsE,HouseStyle-1.5Fin,HouseStyle-1.5Unf,HouseStyle-1Story,HouseStyle-2.5Fin,HouseStyle-2.5Unf,HouseStyle-2Story,HouseStyle-SFoyer,HouseStyle-SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle-Flat,RoofStyle-Gable,RoofStyle-Gambrel,RoofStyle-Hip,RoofStyle-Mansard,RoofStyle-Shed,RoofMatl-ClyTile,RoofMatl-CompShg,RoofMatl-Membran,RoofMatl-Metal,RoofMatl-Roll,RoofMatl-Tar&Grv,RoofMatl-WdShake,RoofMatl-WdShngl,MasVnrType-BrkCmn,MasVnrType-BrkFace,MasVnrType-Stone,MasVnrArea,Foundation-BrkTil,Foundation-CBlock,Foundation-PConc,Foundation-Slab,Foundation-Stone,Foundation-Wood,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating-Floor,Heating-GasA,Heating-GasW,Heating-Grav,Heating-OthW,Heating-Wall,Electrical-1,Electrical-FuseA,Electrical-FuseF,Electrical-FuseP,Electrical-Mix,Electrical-SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath-0,BsmtFullBath-1,BsmtFullBath-2,BsmtFullBath-3,BsmtHalfBath-0,BsmtHalfBath-1,BsmtHalfBath-2,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType-2Types,GarageType-Attchd,GarageType-Basment,GarageType-BuiltIn,GarageType-CarPort,GarageType-Detchd,GarageYrBlt,GarageCars-0,GarageCars-1,GarageCars-2,GarageCars-3,GarageCars-4,GarageCars-5,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence-GdPrv,Fence-GdWo,Fence-MnPrv,Fence-MnWw,MiscFeature-Gar2,MiscFeature-Othr,MiscFeature-Shed,MiscFeature-TenC,SaleType-COD,SaleType-Con,SaleType-ConLD,SaleType-ConLI,SaleType-ConLw,SaleType-CWD,SaleType-New,SaleType-NONE,SaleType-Oth,SaleType-WD,SaleCondition-Abnorml,SaleCondition-AdjLand,SaleCondition-Alloca,SaleCondition-Family,SaleCondition-Normal,SaleCondition-Partial,HasLotFrontage,HasCentralAir,HasAlley,HasLandContour,ElectricalOk,HasMasVnr,HasGarageYr,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,Condition_Feedr,Condition_PosN,Condition_Artery,Condition_RRAe,Condition_RRNn,Condition_RRAn,Condition_PosA,Condition_RRNe,Exterior_VinylSd,Exterior_MetalSd,Exterior_Wd.Sdng,Exterior_HdBoard,Exterior_BrkFace,Exterior_WdShing,Exterior_CemntBd,Exterior_Plywood,Exterior_AsbShng,Exterior_Stucco,Exterior_BrkComm,Exterior_AsphShn,Exterior_Stone,Exterior_ImStucc,Exterior_CBlock,Exterior_Wd.Shng,Exterior_CmentBd,Exterior_Brk.Cmn,Exterior_Other,SalePriceLog,MiscValLog,YrMoSold,newer_dwelling,SaleCondition_PriceDown,HouseDirectModifiedAfterBuilt,HouseDirectSoldAfterBuilt,HouseIsModified,GarageDirectBuilt,YrMoSoldCount,Scored Labels
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0667136381510165,0.09661681371363,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1945,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,0.304543297730682,-0.293025279752882,-0.517797323228137,-0.313839376185949,0,1,0,0,0,0,0,1,0,0,0,0,-0.284433257049965,0.404817851608354,-0.101197016502059,0.113130796907175,0,1,0,0,1,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,0,1,0,0,0,0,1962,0,1,0,0,0,0,-0.857139827574354,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,2,2,2,3,3,3,3,7,4,1,2,3,3,1,0,1,-0.250997476711292,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8493977015914,2.30258509299405,200807,0,0,,,,,61,11.8623752593994
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0667136381510165,0.0801311621800214,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,1987,1988,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,1.66560133586168,-0.293025279752882,-1.27544963813343,0.336887974863223,0,1,0,0,0,0,0,0,0,0,0,1,0.103030392653556,-0.785025043886639,-0.101197016502059,-0.594428927719906,0,0,0,1,1,0,0,2.59009445201179,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.19357441132175,0.207819340185244,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2,2,2,2,4,0,0,0,7,6,1,2,3,3,4,0,0,0.297607266471232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0951410848229,2.30258509299405,200906,0,1,,,,,45,11.6990976333618
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.00868687595566,-1.00031307679187,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,6,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,0.273809729127724,-0.293025279752882,-0.617907539011419,-0.445345252007733,0,1,0,0,0,0,0,0,0,0,0,1,-0.776410128055093,0.617123152569226,-0.101197016502059,-0.0884644318971892,1,0,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,0,1,0,0,0,0,1976,0,0,1,0,0,0,-0.151799352818783,-0.0530400906538642,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,7,5,1,2,3,3,1,0,1,0.297607266471232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.9083402372249,2.30258509299405,200910,0,0,,,,,110,11.9365482330322
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.72562055202678,-0.306647585339257,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2000,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,-0.419890819339044,-0.293025279752882,-0.970568526429799,-1.51326365738808,0,1,0,0,0,0,0,0,0,0,0,1,-0.982887467699733,0.745439543259863,-0.101197016502059,-0.139851451004184,1,0,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,0,0,0,1,0,0,2000,0,0,1,0,0,0,-0.337415267228144,0.682109214438168,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,2,4,2,3,3,3,3,7,6,1,2,3,2,1,0,3,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1007121298723,2.30258509299405,201007,0,0,,,,,72,12.0796375274658
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0527753078608365,-0.153204213372593,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1927,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.968704544391867,-0.293025279752882,1.01798439617449,-0.0984418209606137,0,1,0,0,0,0,0,1,0,0,0,0,-0.335415316221481,-0.785025043886639,-0.101197016502059,-0.934373823350794,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,0,0,0,0,0,1,1927,0,0,1,0,0,0,-0.523031181637505,-0.740760408320604,-0.702842766617084,1.66427348830945,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2,2,3,2,3,4,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6526874073454,2.30258509299405,201006,0,0,,,,,48,11.6021108627319
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0524974427488,-0.099689252240417,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1999,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.131995604130775,0,0,1,0,0,0,-0.968704544391867,-0.293025279752882,2.06459119754516,0.944535814867328,0,1,0,0,0,0,0,0,0,0,0,1,0.814230118096203,-0.785025043886639,-0.101197016502059,-0.0430066842256169,1,0,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,1,0,0,0,0,1999,0,0,1,0,0,0,0.483935154033279,0.207819340185244,-0.332822776616927,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,0,3,3,7,1,1,2,3,2,1,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1600287070288,2.30258509299405,200810,1,0,,,,,101,12.2398366928101
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0368414016480533,0.134406999536825,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1993,1993,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,-0.858941799381302,2.84619797927138,-0.140108781863936,0.0648068524733249,0,1,0,0,0,0,0,0,0,0,0,1,-0.202861962375539,1.5876616712475,-0.101197016502059,1.17842323147141,1,0,0,0,0,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,1.62415319466707,0.623631660646747,0,1,0,0,0,0,1993,0,0,0,1,0,0,0.952615337916915,0.808586514238948,2.06490675858409,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,3,3,3,3,3,7,4,6,2,3,1,1,0,1,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3371009079366,2.30258509299405,200804,0,0,,,,,27,12.4554405212402
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.216074820665833,-0.473406291236913,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1939,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,1,0,0,0,0,0,-0.968704544391867,-0.293025279752882,0.936076037806346,-0.180066157677583,0,1,0,0,0,0,0,0,0,0,0,1,-0.478165081901725,0.626455253710363,-0.101197016502059,0.150682849331517,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,0,0,0,0,0,1,1939,0,1,0,0,0,0,-0.745770278928738,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,3,1,3,4,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8508252535826,2.30258509299405,200602,0,0,,,,,49,11.7906322479248
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.72562055202678,0.764412513528883,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1998,1998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,2.19904827661303,-0.293025279752882,-1.18671558323461,0.976278612479482,0,1,0,0,0,0,0,0,0,0,0,1,0.85246666247484,-0.785025043886639,-0.101197016502059,-0.0133603270485046,0,1,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,0.623631660646747,0,1,0,0,0,0,1998,0,0,1,0,0,0,0.191590088838535,2.43698174917399,-0.332822776616927,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,2,3,4,3,3,2,3,3,7,6,1,2,3,0,4,0,2,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2783933071098,2.30258509299405,200711,1,0,,,,,75,12.4279985427856
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.634286131707318,0.27377416134787,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,8,1983,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,2.1946577668126,-0.293025279752882,-1.15031186840433,1.00802141009164,0,1,0,0,0,0,0,0,0,0,0,1,0.857564868391992,0.698779037554176,-0.101197016502059,1.24759806488467,0,1,0,0,1,0,0,-1.02736282330994,1.23259887250509,-2.26152963504441,-0.207698474525451,-0.925062116656053,0.623631660646747,0,0,0,1,0,0,1983,0,0,1,0,0,0,0.64634907914147,2.0180256935839,-0.110810782616833,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2,3,4,3,3,4,4,3,5,6,1,2,3,2,4,0,3,0.297607266471232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.665394426429,2.30258509299405,200912,0,0,,,,,44,12.5455617904663
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.664158368210282,-0.101971880914301,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,7,1969,1969,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.232653267878804,0,1,0,0,0,0,-0.154264976413478,-0.293025279752882,-0.61108184248074,-0.88067504783157,0,1,0,0,0,0,0,0,0,0,0,1,-1.26583789610165,0.822429377674244,-0.101197016502059,-0.294012508325168,1,0,0,0,1,0,0,-1.02736282330994,1.23259887250509,1.38565545042224,-0.207698474525451,0.349545539005509,-0.924311211315714,0,1,0,0,0,0,1969,0,1,0,0,0,0,-0.80609545111178,2.25517063071037,-0.170013981016859,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,5,1,2,3,3,1,0,3,-0.250997476711292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9703503120091,2.30258509299405,201006,0,0,,,,,48,11.8070402145386
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.514797185695465,0.144805641273409,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1954,1954,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.968704544391867,-0.293025279752882,1.83479274767899,0.715534203522497,0,1,0,0,0,0,0,0,0,0,0,1,0.54912341040432,-0.785025043886639,-0.101197016502059,-0.248554760653596,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,0,1,0,0,0,0,1954,0,0,1,0,0,0,-0.100754976356208,-0.740760408320604,-0.258818778616896,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,4,2,3,3,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8493977015914,2.30258509299405,200609,1,0,,,,,96,11.9815235137939
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.216074820665833,-0.176664563631959,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1994,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,0,1,0,0,0,0.117946631212723,-0.293025279752882,-0.149209710571507,-0.139253989319098,0,1,0,0,0,0,0,0,0,0,0,1,-0.432281228647361,-0.785025043886639,-0.101197016502059,-1.00947792819948,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,0,1,0,0,0,0,1996,0,1,0,0,0,0,-0.80609545111178,-0.740760408320604,0.244408407783317,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,3,2,3,0,3,3,7,6,1,2,3,3,1,0,1,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7440371859336,2.30258509299405,200707,1,0,,,,,50,11.8444337844849
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.365436003180649,-0.348495777693802,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1962,1962,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.0532832510037581,-0.293025279752882,0.180698955077945,0.0126579706819278,0,1,0,0,0,0,0,0,0,0,0,1,-0.261491330422783,-0.785025043886639,-0.101197016502059,-0.877057532808377,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,0,0,0,0,1,1977,0,0,1,0,0,0,0.479294756173045,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,3,1,2,3,3,1,0,3,-0.250997476711292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7905572015685,2.30258509299405,200707,1,0,,,,,50,11.7342853546143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.72562055202678,0.823126795529351,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,7,1977,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.376884807039815,0,1,0,0,0,0,0.77652310127611,-0.293025279752882,-1.27544963813343,-0.581385813202682,0,1,0,0,0,0,0,0,0,0,0,1,0.786189985551869,1.06973005791438,-0.101197016502059,1.50650958423145,0,1,0,0,1,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,1.62415319466707,0.623631660646747,0,1,0,0,0,0,1977,0,0,1,0,0,0,0.307600035344386,-0.740760408320604,2.99735713338448,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,2,1,3,3,3,3,3,7,5,1,2,3,2,1,0,3,-0.250997476711292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.3673407931263,2.30258509299405,200606,0,0,,,,,51,12.4249563217163
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.216074820665833,-0.21787869246598,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2000,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0369300328131924,0,0,1,0,0,0,-0.968704544391867,-0.293025279752882,1.79383856849492,0.674722035164012,0,1,0,0,0,0,0,0,0,0,0,1,0.48284673348135,-0.785025043886639,-0.101197016502059,-0.29994177976059,1,0,0,0,1,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,0,1,0,0,0,0,2000,0,0,1,0,0,0,0.307600035344386,0.207819340185244,0.11120121138326,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,2,4,2,3,0,3,3,7,1,1,2,3,3,1,0,1,0.297607266471232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0951410848229,2.30258509299405,200704,1,0,,,,,32,12.0855836868286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0368414016480533,-0.61607058335468,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,8,1910,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.567015949674981,0,1,0,0,0,0,-0.968704544391867,-0.293025279752882,-0.171962032340435,-1.28426204604325,0,1,0,0,0,0,0,0,0,0,0,1,-0.404241096103027,0.694112986983608,-0.101197016502059,0.265315430416351,1,0,0,0,1,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,0,1,0,0,0,0,1950,0,1,0,0,0,0,-1.01027295696208,2.3737430992736,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,3,2,3,3,2,0,2,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6699292137799,2.30258509299405,200609,0,0,,,,,96,11.765962600708
