Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,SaleCondition,HasLotFrontage,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,SalePriceLog,YrMoSold
210,20,RL,0.514797185695465,-0.243241233286916,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,HdBoard,HdBoard,Stone,0.886928082240991,CBlock,787,0,305,1092,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.807882699395115,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.208260453831144,0.145186110236195,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,4,7,3,1,2,3,3,1,0,2,0.297607266471232,11.8844890214027,200810
211,30,RL,0.275819293671759,-0.578787648347904,Pave,NONE,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,Stucco,Stucco,None,-0.567015949674981,CBlock,468,0,396,864,GasA,-3.72731232161413,FuseA,-0.785025043886639,-1.25850732848722,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,-0.702842766617084,1.13495253364007,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,0,0,7,3,1,2,3,3,1,0,0,-0.250997476711292,11.4927227576527,200807
212,20,RL,0.753775077719171,0.0319423346202425,Pave,NONE,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,VinylSd,VinylSd,None,-0.567015949674981,PConc,36,0,1176,1212,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.570711841978216,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.308347354359055,-0.0589913956141022,0.0497227154342694,-0.377225175416946,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,3,3,0,3,3,7,6,1,2,3,3,2,0,2,0.297607266471232,12.1335019526953,201006
213,60,FV,0.425180476186576,-0.193784278686091,Pave,NONE,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,VinylSd,VinylSd,None,-0.567015949674981,PConc,822,0,78,900,GasA,0.268289832918241,SBrkr,1.36135821857492,0.694199397578576,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.308347354359055,0.794841810668958,0.587251239587583,0.895643590183592,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,2,4,3,3,3,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,12.4398712298317,200910
214,20,RL,-0.441114382399359,0.43114872714178,Pave,NONE,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,VinylSd,VinylSd,None,-0.567015949674981,PConc,716,0,274,990,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.00947792819948,0,1,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.279433360873214,0.479294756173045,1.02992178889031,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,5,1,2,3,1,1,0,1,0.297607266471232,11.9576112862317,200610
215,60,RL,-1.72562055202678,0.0928124325904896,Pave,NONE,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,HdBoard,HdBoard,BrkFace,0.288574192183264,CBlock,378,0,311,689,GasA,0.268289832918241,SBrkr,0.855091731668225,-0.214955555852868,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.237174447316985,-0.80609545111178,-0.740760408320604,-0.170013981016859,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,0.703632128120893,Normal,-2.23744784062252,1,2,2,4,2,3,0,3,3,7,6,1,2,3,2,1,0,3,0.297607266471232,11.9938072123631,201006
216,20,RL,0.425180476186576,-0.0199240613585723,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,HdBoard,HdBoard,BrkFace,-0.209122034126434,CBlock,360,0,710,1070,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.523277670494837,0,1,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.192691380415692,-0.119316567797145,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,3,3,2,3,3,6,4,1,2,3,2,1,0,1,-0.250997476711292,11.808947661697,200608
217,20,RL,0.216074820665833,-0.21787869246598,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,0.920480636823668,PConc,946,0,490,1436,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.127992908133339,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.98684936683629,-0.924311211315714,Attchd,0.297226587633731,0.0523781530315144,0.35801113369867,0.74763559418353,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,2,0,1,0.297607266471232,12.2548628096996,200807
218,70,RM,-0.0229030713578732,-0.0332393952895639,Pave,Grvl,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,MetalSd,MetalSd,None,-0.567015949674981,CBlock,0,0,686,686,GasA,-3.72731232161413,SBrkr,0.423482053890629,-0.341446679808548,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,0.98684936683629,-0.924311211315714,Detchd,0.154880773549592,-1.21909086067261,-0.740760408320604,1.84289476458399,0.574495052225443,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Family,0.44693779307133,1,2,2,1,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.580584113444,200612
219,50,RL,-1.72562055202678,0.696440904128774,Pave,NONE,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,VinylSd,VinylSd,BrkFace,1.17771688862419,CBlock,341,0,457,798,GasA,0.268289832918241,SBrkr,1.12105661419064,0.89579462638294,0,1,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,2.17157453260921,Attchd,0.152656620204528,-0.193562933560889,-0.740760408320604,1.05845238578366,1.97563875576202,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,3,3,4,3,3,3,3,3,7,4,1,2,3,2,1,0,1,-0.250997476711292,12.6491546172096,200808
220,120,RL,-0.441114382399359,-0.907739802795448,Pave,NONE,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,-0.477542470787844,PConc,16,0,1232,1248,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.499560584753147,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.299450740978796,-0.161080148539251,0.112961365334659,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,12.0271851854705,200606
221,20,RL,0.455052712689539,-0.149399832249452,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1498,1498,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.00545463180127465,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.301674894323861,0.938694144336213,2.033835356059,-0.214416379816877,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,0,3,3,7,1,1,2,3,2,2,0,2,0.297607266471232,12.230277334227,200607
222,60,RL,-1.72562055202678,-0.266321145433969,Pave,NONE,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1010,1010,GasA,0.268289832918241,SBrkr,2.14758773971573,1.51441527947868,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,BuiltIn,0.292778280943602,-0.383819245830484,0.207819340185244,-0.0220059850167959,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,3,3,3,7,1,1,2,3,2,1,0,2,0.297607266471232,12.2060726455302,200904
223,60,RL,0.813519550725098,0.165729737450681,Pave,NONE,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,VinylSd,VinylSd,None,-0.567015949674981,CBlock,550,0,163,713,GasA,0.268289832918241,SBrkr,0.943746692509028,0.10127225403633,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.232726140626856,-0.179641739980187,0.911349320327081,2.37572355018422,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,3,3,3,7,5,1,2,3,3,1,0,2,0.297607266471232,12.1001564199386,200605
224,20,RL,0.365436003180649,0.042087350948617,Pave,NONE,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,HdBoard,HdBoard,None,-0.567015949674981,CBlock,524,180,160,864,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.25850732848722,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.263864287457761,0.479294756173045,0.966683138989922,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,3,2,3,0,3,3,7,5,2,2,3,3,1,0,1,-0.250997476711292,11.4824662574855,200906
225,20,RL,1.35121980777844,0.418974707547731,Pave,NONE,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,VinylSd,VinylSd,BrkFace,4.58889327119627,PConc,56,0,2336,2392,GasA,0.268289832918241,SBrkr,-0.785025043886639,1.76146825595462,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.295002434288667,2.29833071738478,1.21963773859148,0.851241191383573,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,4,4,4,3,5,3,3,7,6,1,2,3,3,4,0,3,1.66911912442754,12.8642401071941,200909
226,160,RM,-1.09830358546455,-1.07640069925467,Pave,NONE,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,HdBoard,HdBoard,BrkFace,0.227061175448358,CBlock,0,0,630,630,GasA,0.268289832918241,SBrkr,0.782767947824411,-0.392833698915542,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.268312594147891,-0.894263010456227,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,2,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.6262541502772,200908
227,60,RL,0.723902841216208,-0.0276596363089579,Pave,NONE,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,VinylSd,VinylSd,BrkFace,1.05469085515437,PConc,565,0,638,1203,GasA,0.268289832918241,SBrkr,2.26190597869466,2.01445050386598,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,Attchd,0.277209207528149,1.15215244590698,1.02992178889031,0.98444838778363,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,3,4,3,3,3,3,3,7,6,1,2,3,2,1,0,2,0.297607266471232,12.5776362019627,200709
228,160,RM,-1.09830358546455,-1.05243309817889,Pave,NONE,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,HdBoard,HdBoard,BrkFace,0.143179788991667,CBlock,321,0,162,483,GasA,0.268289832918241,SBrkr,0.390819699896649,-1.0154071996349,0,0,-1.02736282330994,1.23259887250509,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.259415980767632,-0.894263010456227,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,3,1,2,3,3,1,0,1,-0.250997476711292,11.5711943730942,200812
229,20,RL,0.365436003180649,-0.208874990474548,Pave,NONE,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,HdBoard,HdBoard,None,-0.567015949674981,CBlock,842,0,70,912,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.16363898552046,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,0.623631660646747,Detchd,0.230501987281791,-0.634400730283121,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,2,3,3,7,5,1,2,3,3,1,0,1,-0.250997476711292,11.7360690162844,201008
230,120,RL,-0.441114382399359,-0.885928017689443,Pave,NONE,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,-0.477542470787844,PConc,16,0,1357,1373,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.107201525471752,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.299450740978796,-0.198203331421123,0.389630458648865,-0.406826774616959,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,3,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,12.16785143271,200908
231,20,RL,0.455052712689539,-0.178566754193529,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,MetalSd,MetalSd,BrkFace,0.66324438502315,CBlock,0,0,1194,1194,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.606287470590751,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.197139687105821,-0.745770278928738,-0.740760408320604,-0.702842766617084,1.50859085458316,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,1,1,2,3,3,1,0,2,-0.250997476711292,11.9049675527463,201007
232,60,RL,3.47214859948883,0.63024467258613,Pave,NONE,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,VinylSd,VinylSd,BrkFace,2.26258282013072,PConc,689,0,773,1462,GasA,0.268289832918241,SBrkr,2.25723992812409,2.55599062830123,1,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,Attchd,0.277209207528149,1.56514785546781,-0.740760408320604,1.45807397498383,2.78518845113871,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,4,3,3,3,3,7,6,1,2,3,2,1,0,3,0.297607266471232,12.9066918409288,200910
233,160,RM,-1.09830358546455,-1.07640069925467,Pave,NONE,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,HdBoard,HdBoard,BrkFace,1.0938355021675,CBlock,0,0,483,483,GasA,0.268289832918241,SBrkr,0.390819699896649,-1.0154071996349,0,0,-1.02736282330994,1.23259887250509,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.226053680591662,-0.857139827574354,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,1,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.4563551134818,200609
234,20,RL,0.514797185695465,0.0611092565643192,Pave,NONE,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,HdBoard,HdBoard,None,-0.567015949674981,CBlock,182,712,0,894,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.199214614133,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.234950293971921,-0.764331870369674,2.14450299338468,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,4,0,3,3,7,2,5,2,3,3,3,0,1,-0.250997476711292,11.7613468234687,201005
235,60,RL,-1.72562055202678,-0.293839502224684,Pave,NONE,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,VinylSd,VinylSd,NONE,-0.567015949674981,PConc,625,0,235,860,GasA,0.268289832918241,SBrkr,1.78130276992609,0.907653169253785,1,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.98684936683629,2.17157453260921,BuiltIn,0.292778280943602,-0.151799352818783,1.53583098809343,0.00759561418321662,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,3,3,3,7,6,1,2,3,3,1,0,3,0.297607266471232,12.2853458264247,201008
236,160,RM,-1.09830358546455,-1.07640069925467,Pave,NONE,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,HdBoard,HdBoard,BrkFace,2.81060787831443,CBlock,358,0,125,483,GasA,0.268289832918241,SBrkr,0.390819699896649,-1.0154071996349,0,0,-1.02736282330994,1.23259887250509,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.223829527246597,-0.968509376219971,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,5,1,2,3,3,1,0,1,-0.250997476711292,11.4019939042629,200811
237,20,RL,0.216074820665833,-0.176918189040168,Pave,NONE,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,-0.0189908914912681,PConc,24,0,1390,1414,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.171474231993104,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.297226587633731,0.0987821316338546,0.302677315035829,0.851241191383573,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,3,0,2,0.297607266471232,12.1308101610296,201008
238,60,RL,-1.72562055202678,-0.0906855502489846,Pave,NONE,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,HdBoard,HdBoard,None,-0.567015949674981,PConc,402,0,594,996,GasA,0.268289832918241,SBrkr,0.918083414370901,0.480745625903368,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.27276090083802,-0.0729125891948043,2.18402714957243,0.333213205383354,-0.359600750132276,9.34716881803265,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,0,3,3,7,4,1,2,3,2,1,0,2,0.297607266471232,12.1781874420406,201005
239,20,RL,1.0524974427488,0.23611078822878,Pave,NONE,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,VinylSd,VinylSd,BrkFace,0.853375527658315,PConc,0,0,1694,1694,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.381924435312993,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.303899047668925,1.60227103834968,0.587251239587583,2.67173954218434,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,4,4,3,3,0,3,3,7,1,1,2,3,3,1,0,3,1.66911912442754,12.6698066617623,200704
240,50,RL,-0.172264253872689,-0.180976195571518,Pave,NONE,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,VinylSd,VinylSd,None,-0.567015949674981,CBlock,94,0,641,735,GasA,0.268289832918241,FuseA,0.822429377674244,-0.027195293731157,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Detchd,0.174898153655174,-1.17268688207027,-0.740760408320604,1.36926917738379,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,2,4,3,3,7,2,1,2,3,3,1,0,1,-0.250997476711292,11.6351430976945,201007
241,20,FV,0.514797185695465,-0.148131705208405,Pave,NONE,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,VinylSd,VinylSd,Stone,-0.365700622178923,PConc,1078,0,488,1566,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.128942187401635,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.30612320101399,1.28672398385377,0.397535289886414,1.78369156618397,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,3,0,2,0.297607266471232,12.4780063610138,201007
242,30,RM,-0.530731091908249,-0.797412750224375,Pave,NONE,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,VinylSd,VinylSd,None,-0.567015949674981,CBlock,329,0,357,686,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.25455448086361,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.282280196542777,-0.0812091834168209,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,3,2,3,3,3,0,0,0,7,5,1,2,3,3,1,0,0,-0.250997476711292,11.6127707999399,200711
243,50,RM,0.156330347659906,-0.655382521627132,Pave,NONE,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,0,0,540,540,GasA,-3.72731232161413,FuseA,0.500471888305011,-0.120087212886109,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.154880773549592,-0.560154364519377,-0.740760408320604,-0.702842766617084,0.83915552956013,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,0,2,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.2772031314492,200607
244,160,RL,0.514797185695465,0.0753122794240435,Pave,NONE,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,Plywood,Plywood,None,-0.567015949674981,CBlock,0,0,626,626,GasA,0.268289832918241,SBrkr,0.593792899716383,-0.560829722919179,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.243846907352179,-0.857139827574354,-0.740760408320604,-0.288420377816909,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,3,3,3,7,1,1,2,3,3,1,0,2,0.297607266471232,11.6952470217642,200907
245,60,RL,-1.72562055202678,-0.163349229700967,Pave,NONE,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,VinylSd,VinylSd,None,-0.567015949674981,PConc,695,0,253,948,GasA,0.268289832918241,SBrkr,1.28670140944582,1.20411674102491,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,2.17157453260921,Attchd,0.274985054183085,-0.0450702020334002,-0.740760408320604,1.22126118138373,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,2,3,3,7,6,1,2,3,2,1,0,2,0.297607266471232,12.2307652581205,201008
246,20,RL,0.664158368210282,0.0294060805381488,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,Wd Sdng,Wd Sdng,BrkFace,0.0033774782305161,CBlock,929,0,916,1845,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.733727873814726,0,1,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.261640134112697,0.609225896259597,0.816491345476496,-0.12561158221684,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,3,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,12.3946247520748,200609
247,190,RM,0.335563766677686,-0.130124301225541,Pave,Grvl,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,AsbShng,AsbShng,None,-0.567015949674981,Stone,0,0,1020,1020,GasA,-3.72731232161413,FuseP,1.59466074710335,0.844407607275945,0,0,0.781365814350925,-0.756321032880405,1.38565545042224,4.45593111885755,1.62415319466707,-0.924311211315714,Detchd,0.0881561731976523,-0.151799352818783,-0.740760408320604,0.185205209383292,1.38404474760213,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,1,2,3,1,3,0,1,1,7,1,1,2,3,3,1,0,1,-0.799602219893816,11.8277362048103,200607
